muni,state,muni_fines,state_fines
Novo Horizonte do Norte,MT,NOVO HORIZONTE DO NORTE,MT
Novo Mundo,MT,NOVO MUNDO,MT
Novo Santo Antônio,MT,NOVO SANTO ANTONIO,MT
Novo São Joaquim,MT,NOVO SAO JOAQUIM,MT
Paranaíta,MT,PARANAITA,MT
Paranatinga,MT,PARANATINGA,MT
Pedra Preta,MT,PEDRA PRETA,MT
Peixoto de Azevedo,MT,PEIXOTO DE AZEVEDO,MT
Planalto da Serra,MT,PLANALTO DA SERRA,MT
Poconé,MT,POCONE,MT
Pontal do Araguaia,MT,PONTAL DO ARAGUAIA,MT
Ponte Branca,MT,PONTE BRANCA,MT
Pontes e Lacerda,MT,PONTES E LACERDA,MT
Porto Alegre do Norte,MT,PORTO ALEGRE DO NORTE,MT
Porto dos Gaúchos,MT,PORTO DOS GAUCHOS,MT
Porto Esperidião,MT,PORTO ESPERIDIAO,MT
Porto Estrela,MT,PORTO ESTRELA,MT
Poxoréu,MT,POXOREO,MT
Primavera do Leste,MT,PRIMAVERA DO LESTE,MT
Querência,MT,QUERENCIA,MT
Reserva do Cabaçal,MT,RESERVA DO CABACAL,MT
Ribeirão Cascalheira,MT,RIBEIRAO CASCALHEIRA,MT
Ribeirãozinho,MT,RIBEIRAOZINHO,MT
Rio Branco,MT,RIO BRANCO,MT
Rondolândia,MT,RONDOLANDIA,MT
Rondonópolis,MT,RONDONOPOLIS,MT
Rosário Oeste,MT,ROSARIO OESTE,MT
Salto do Céu,MT,SALTO DO CEU,MT
Santa Carmem,MT,SANTA CARMEM,MT
Santa Cruz do Xingu,MT,SANTA CRUZ DO XINGU,MT
Santa Rita do Trivelato,MT,SANTA RITA DO TRIVELATO,MT
Santa Terezinha,MT,SANTA TEREZINHA,MT
Santo Afonso,MT,SANTO AFONSO,MT
Santo Antônio do Leste,MT,SANTO ANTONIO DO LESTE,MT
Santo Antônio do Leverger,MT,SANTO ANTONIO DO LEVERGER,MT
São Félix do Araguaia,MT,SAO FELIX DO ARAGUAIA,MT
São José do Povo,MT,SAO JOSE DO POVO,MT
São José do Rio Claro,MT,SAO JOSE DO RIO CLARO,MT
São José do Xingu,MT,SAO JOSE DO XINGU,MT
São José dos Quatro Marcos,MT,SAO JOSE DOS QUATRO MARCOS,MT
São Pedro da Cipa,MT,SAO PEDRO DA CIPA,MT
Sapezal,MT,SAPEZAL,MT
Serra Nova Dourada,MT,SERRA NOVA DOURADA,MT
Sinop,MT,SINOP,MT
Sorriso,MT,SORRISO,MT
Tabaporã,MT,TABAPORA,MT
Tangará da Serra,MT,TANGARA DA SERRA,MT
Tapurah,MT,TAPURAH,MT
Terra Nova do Norte,MT,TERRA NOVA DO NORTE,MT
Tesouro,MT,TESOURO,MT
Torixoréu,MT,TORIXOREU,MT
União do Sul,MT,UNIAO DO SUL,MT
Vale de São Domingos,MT,VALE DE SAO DOMINGOS,MT
Várzea Grande,MT,VARZEA GRANDE,MT
Vera,MT,VERA,MT
Vila Bela da Santíssima Trindade,MT,VILA BELA DA SANTISSIMA TRINDADE,MT
Vila Rica,MT,VILA RICA,MT
Abaetetuba,PA,ABAETETUBA,PA
Abel Figueiredo,PA,ABEL FIGUEIREDO,PA
Acará,PA,ACARA,PA
Afuá,PA,AFUA,PA
Água Azul do Norte,PA,AGUA AZUL DO NORTE,PA
Alenquer,PA,ALENQUER,PA
Almeirim,PA,ALMEIRIM,PA
Altamira,PA,ALTAMIRA,PA
Anajás,PA,ANAJAS,PA
Ananindeua,PA,ANANINDEUA,PA
Anapu,PA,ANAPU,PA
Augusto Corrêa,PA,AUGUSTO CORREA,PA
Aurora do Pará,PA,AURORA DO PARA,PA
Aveiro,PA,AVEIRO,PA
Bagre,PA,BAGRE,PA
Baião,PA,BAIAO,PA
Bannach,PA,BANNACH,PA
Barcarena,PA,BARCARENA,PA
Belém,PA,BELEM,PA
Belterra,PA,BELTERRA,PA
Benevides,PA,BENEVIDES,PA
Bom Jesus do Tocantins,PA,BOM JESUS DO TOCANTINS,PA
Bonito,PA,BONITO,PA
Bragança,PA,BRAGANCA,PA
Brasil Novo,PA,BRASIL NOVO,PA
Brejo Grande do Araguaia,PA,BREJO GRANDE DO ARAGUAIA,PA
Breu Branco,PA,BREU BRANCO,PA
Breves,PA,BREVES,PA
Bujaru,PA,BUJARU,PA
Cachoeira do Arari,PA,CACHOEIRA DO ARARI,PA
Cachoeira do Piriá,PA,CACHOEIRA DO PIRIA,PA
Cametá,PA,CAMETA,PA
Canaã dos Carajás,PA,CANAA DOS CARAJAS,PA
Capanema,PA,CAPANEMA,PA
Capitão Poço,PA,CAPITAO POCO,PA
Castanhal,PA,CASTANHAL,PA
Chaves,PA,CHAVES,PA
Colares,PA,COLARES,PA
Conceição do Araguaia,PA,CONCEICAO DO ARAGUAIA,PA
Concórdia do Pará,PA,CONCORDIA DO PARA,PA
Cumaru do Norte,PA,CUMARU DO NORTE,PA
Curionópolis,PA,CURIONOPOLIS,PA
Curralinho,PA,CURRALINHO,PA
Curuá,PA,CURUA,PA
Curuçá,PA,CURUCA,PA
Dom Eliseu,PA,DOM ELISEU,PA
Eldorado do Carajás,PA,ELDORADO DOS CARAJAS,PA
Faro,PA,FARO,PA
Floresta do Araguaia,PA,FLORESTA DO ARAGUAIA,PA
Garrafão do Norte,PA,GARRAFAO DO NORTE,PA
Goianésia do Pará,PA,GOIANESIA DO PARA,PA
Gurupá,PA,GURUPA,PA
Igarapé-Açu,PA,IGARAPE-ACU,PA
Igarapé-Miri,PA,IGARAPE-MIRI,PA
Inhangapi,PA,INHANGAPI,PA
Ipixuna do Pará,PA,IPIXUNA DO PARA,PA
Irituia,PA,IRITUIA,PA
Itaituba,PA,ITAITUBA,PA
Itupiranga,PA,ITUPIRANGA,PA
Jacareacanga,PA,JACAREACANGA,PA
Jacundá,PA,JACUNDA,PA
Juruti,PA,JURUTI,PA
Limoeiro do Ajuru,PA,LIMOEIRO DO AJURU,PA
Mãe do Rio,PA,MAE DO RIO,PA
Magalhães Barata,PA,MAGALHAES BARATA,PA
Marabá,PA,MARABA,PA
Maracanã,PA,MARACANA,PA
Marapanim,PA,MARAPANIM,PA
Marituba,PA,MARITUBA,PA
Medicilândia,PA,MEDICILANDIA,PA
Melgaço,PA,MELGACO,PA
Mocajuba,PA,MOCAJUBA,PA
Moju,PA,MOJU,PA
Mojuí dos Campos,PA,MOJUI DOS CAMPOS,PA
Monte Alegre,PA,MONTE ALEGRE,PA
Muaná,PA,MUANA,PA
Nova Esperança do Piriá,PA,NOVA ESPERANCA DO PIRIA,PA
Nova Ipixuna,PA,NOVA IPIXUNA,PA
Nova Timboteua,PA,NOVA TIMBOTEUA,PA
Novo Progresso,PA,NOVO PROGRESSO,PA
Novo Repartimento,PA,NOVO REPARTIMENTO,PA
Óbidos,PA,OBIDOS,PA
Oeiras do Pará,PA,OEIRAS DO PARA,PA
Oriximiná,PA,ORIXIMINA,PA
Ourém,PA,OUREM,PA
Ourilândia do Norte,PA,OURILANDIA DO NORTE,PA
Pacajá,PA,PACAJA,PA
Palestina do Pará,PA,PALESTINA DO PARA,PA
Paragominas,PA,PARAGOMINAS,PA
Parauapebas,PA,PARAUAPEBAS,PA
Pau D'Arco,PA,PAU D'ARCO,PA
Peixe-Boi,PA,PEIXE-BOI,PA
Piçarra,PA,PICARRA,PA
Placas,PA,PLACAS,PA
Ponta de Pedras,PA,PONTA DE PEDRAS,PA
Portel,PA,PORTEL,PA
Porto de Moz,PA,PORTO DE MOZ,PA
Prainha,PA,PRAINHA,PA
Primavera,PA,PRIMAVERA,PA
Quatipuru,PA,QUATIPURU,PA
Redenção,PA,REDENCAO,PA
Rio Maria,PA,RIO MARIA,PA
Rondon do Pará,PA,RONDON DO PARA,PA
Rurópolis,PA,RUROPOLIS,PA
Salinópolis,PA,SALINOPOLIS,PA
Salvaterra,PA,SALVATERRA,PA
Santa Bárbara do Pará,PA,SANTA BARBARA DO PARA,PA
Santa Cruz do Arari,PA,SANTA CRUZ DO ARARI,PA
Santa Izabel do Pará,PA,SANTA ISABEL DO PARA,PA
Santa Luzia do Pará,PA,SANTA LUZIA DO PARA,PA
Santa Maria das Barreiras,PA,SANTA MARIA DAS BARREIRAS,PA
Santa Maria do Pará,PA,SANTA MARIA DO PARA,PA
Santana do Araguaia,PA,SANTANA DO ARAGUAIA,PA
Santarém,PA,SANTAREM,PA
Santarém Novo,PA,SANTAREM NOVO,PA
Santo Antônio do Tauá,PA,SANTO ANTONIO DO TAUA,PA
São Caetano de Odivelas,PA,SAO CAETANO DE ODIVELAS,PA
São Domingos do Araguaia,PA,SAO DOMINGOS DO ARAGUAIA,PA
São Domingos do Capim,PA,SAO DOMINGOS DO CAPIM,PA
São Félix do Xingu,PA,SAO FELIX DO XINGU,PA
São Francisco do Pará,PA,SAO FRANCISCO DO PARA,PA
São Geraldo do Araguaia,PA,SAO GERALDO DO ARAGUAIA,PA
São João da Ponta,PA,SAO JOAO DA PONTA,PA
São João de Pirabas,PA,SAO JOAO DE PIRABAS,PA
São João do Araguaia,PA,SAO JOAO DO ARAGUAIA,PA
São Miguel do Guamá,PA,SAO MIGUEL DO GUAMA,PA
São Sebastião da Boa Vista,PA,SAO SEBASTIAO DA BOA VISTA,PA
Sapucaia,PA,SAPUCAIA,PA
Senador José Porfírio,PA,SENADOR JOSE PORFIRIO,PA
Soure,PA,SOURE,PA
Tailândia,PA,TAILANDIA,PA
Terra Alta,PA,TERRA ALTA,PA
Terra Santa,PA,TERRA SANTA,PA
Tomé-Açu,PA,TOME-ACU,PA
Tracuateua,PA,TRACUATEUA,PA
Trairão,PA,TRAIRAO,PA
Tucumã,PA,TUCUMA,PA
Tucuruí,PA,TUCURUI,PA
Ulianópolis,PA,ULIANOPOLIS,PA
Uruará,PA,URUARA,PA
Vigia,PA,VIGIA,PA
Viseu,PA,VISEU,PA
Vitória do Xingu,PA,VITORIA DO XINGU,PA
Xinguara,PA,XINGUARA,PA
Água Branca,PB,AGUA BRANCA,PB
Aguiar,PB,AGUIAR,PB
Alagoa Grande,PB,ALAGOA GRANDE,PB
Alagoa Nova,PB,ALAGOA NOVA,PB
Alagoinha,PB,ALAGOINHA,PB
Alcantil,PB,ALCANTIL,PB
Algodão de Jandaíra,PB,ALGODAO DE JANDAIRA,PB
Alhandra,PB,ALHANDRA,PB
Amparo,PB,AMPARO,PB
Aparecida,PB,APARECIDA,PB
Araçagi,PB,ARACAGI,PB
Arara,PB,ARARA,PB
Araruna,PB,ARARUNA,PB
Areia,PB,AREIA,PB
Areia de Baraúnas,PB,AREIA DE BARAUNAS,PB
Areial,PB,AREIAL,PB
Aroeiras,PB,AROEIRAS,PB
Assunção,PB,ASSUNCAO,PB
Baía da Traição,PB,BAIA DA TRAICAO,PB
Bananeiras,PB,BANANEIRAS,PB
Baraúna,PB,BARAUNA,PB
Barra de Santa Rosa,PB,BARRA DE SANTA ROSA,PB
Barra de Santana,PB,BARRA DE SANTANA,PB
Barra de São Miguel,PB,BARRA DE SAO MIGUEL,PB
Bayeux,PB,BAYEUX,PB
Belém,PB,BELEM,PB
Belém do Brejo do Cruz,PB,BELEM DO BREJO DO CRUZ,PB
Bernardino Batista,PB,BERNARDINO BATISTA,PB
Boa Ventura,PB,BOA VENTURA,PB
Boa Vista,PB,BOA VISTA,PB
Bom Jesus,PB,BOM JESUS,PB
Bom Sucesso,PB,BOM SUCESSO,PB
Bonito de Santa Fé,PB,BONITO DE SANTA FE,PB
Boqueirão,PB,BOQUEIRAO,PB
Borborema,PB,BORBOREMA,PB
Brejo do Cruz,PB,BREJO DO CRUZ,PB
Brejo dos Santos,PB,BREJO DOS SANTOS,PB
Caaporã,PB,CAAPORA,PB
Cabaceiras,PB,CABACEIRAS,PB
Cabedelo,PB,CABEDELO,PB
Cachoeira dos Índios,PB,CACHOEIRA DOS INDIOS,PB
Cacimba de Areia,PB,CACIMBA DE AREIA,PB
Cacimba de Dentro,PB,CACIMBA DE DENTRO,PB
Cacimbas,PB,CACIMBAS,PB
Caiçara,PB,CAICARA,PB
Cajazeiras,PB,CAJAZEIRAS,PB
Cajazeirinhas,PB,CAJAZEIRINHAS,PB
Caldas Brandão,PB,CALDAS BRANDAO,PB
Camalaú,PB,CAMALAU,PB
Campina Grande,PB,CAMPINA GRANDE,PB
Capim,PB,CAPIM,PB
Caraúbas,PB,CARAUBAS,PB
Carrapateira,PB,CARRAPATEIRA,PB
Casserengue,PB,CASSERENGUE,PB
Catingueira,PB,CATINGUEIRA,PB
Catolé do Rocha,PB,CATOLE DO ROCHA,PB
Caturité,PB,CATURITE,PB
Conceição,PB,CONCEICAO,PB
Condado,PB,CONDADO,PB
Conde,PB,CONDE,PB
Congo,PB,CONGO,PB
Coremas,PB,COREMAS,PB
Coxixola,PB,COXIXOLA,PB
Cruz do Espírito Santo,PB,CRUZ DO ESPIRITO SANTO,PB
Cubati,PB,CUBATI,PB
Cuité,PB,CUITE,PB
Cuité de Mamanguape,PB,CUITE DE MAMANGUAPE,PB
Cuitegi,PB,CUITEGI,PB
Curral de Cima,PB,CURRAL DE CIMA,PB
Curral Velho,PB,CURRAL VELHO,PB
Damião,PB,DAMIAO,PB
Desterro,PB,DESTERRO,PB
Diamante,PB,DIAMANTE,PB
Dona Inês,PB,DONA INES,PB
Duas Estradas,PB,DUAS ESTRADAS,PB
Emas,PB,EMAS,PB
Esperança,PB,ESPERANCA,PB
Fagundes,PB,FAGUNDES,PB
Frei Martinho,PB,FREI MARTINHO,PB
Gado Bravo,PB,GADO BRAVO,PB
Guarabira,PB,GUARABIRA,PB
Gurinhém,PB,GURINHEM,PB
Gurjão,PB,GURJAO,PB
Ibiara,PB,IBIARA,PB
Igaracy,PB,IGARACY,PB
Imaculada,PB,IMACULADA,PB
Ingá,PB,INGA,PB
Itabaiana,PB,ITABAIANA,PB
Itaporanga,PB,ITAPORANGA,PB
Itapororoca,PB,ITAPOROROCA,PB
Itatuba,PB,ITATUBA,PB
Jacaraú,PB,JACARAU,PB
Jericó,PB,JERICO,PB
João Pessoa,PB,JOAO PESSOA,PB
Joca Claudino,PB,SANTAREM,PB
Juarez Távora,PB,JUAREZ TAVORA,PB
Juazeirinho,PB,JUAZEIRINHO,PB
Junco do Seridó,PB,JUNCO DO SERIDO,PB
Juripiranga,PB,JURIPIRANGA,PB
Juru,PB,JURU,PB
Lagoa,PB,LAGOA,PB
Lagoa de Dentro,PB,LAGOA DE DENTRO,PB
Lagoa Seca,PB,LAGOA SECA,PB
Lastro,PB,LASTRO,PB
Livramento,PB,LIVRAMENTO,PB
Logradouro,PB,LOGRADOURO,PB
Lucena,PB,LUCENA,PB
Mãe d'Água,PB,MAE D'AGUA,PB
Malta,PB,MALTA,PB
Mamanguape,PB,MAMANGUAPE,PB
Manaíra,PB,MANAIRA,PB
Marcação,PB,MARCACAO,PB
Mari,PB,MARI,PB
Marizópolis,PB,MARIZOPOLIS,PB
Massaranduba,PB,MASSARANDUBA,PB
Mataraca,PB,MATARACA,PB
Matinhas,PB,MATINHAS,PB
Mato Grosso,PB,,
Maturéia,PB,MATUREIA,PB
Mogeiro,PB,MOGEIRO,PB
Montadas,PB,MONTADAS,PB
Monte Horebe,PB,MONTE HOREBE,PB
Monteiro,PB,MONTEIRO,PB
Mulungu,PB,MULUNGU,PB
Natuba,PB,NATUBA,PB
Nazarezinho,PB,NAZAREZINHO,PB
Nova Floresta,PB,NOVA FLORESTA,PB
Nova Olinda,PB,NOVA OLINDA,PB
Nova Palmeira,PB,NOVA PALMEIRA,PB
Olho d'Água,PB,OLHO D'AGUA,PB
Olivedos,PB,OLIVEDOS,PB
Ouro Velho,PB,OURO VELHO,PB
Parari,PB,PARARI,PB
Passagem,PB,PASSAGEM,PB
Patos,PB,PATOS,PB
Paulista,PB,PAULISTA,PB
Pedra Branca,PB,PEDRA BRANCA,PB
Pedra Lavrada,PB,PEDRA LAVRADA,PB
Pedras de Fogo,PB,PEDRAS DE FOGO,PB
Pedro Régis,PB,PEDRO REGIS,PB
Piancó,PB,PIANCO,PB
Picuí,PB,PICUI,PB
Pilar,PB,PILAR,PB
Pilões,PB,PILOES,PB
Pilõezinhos,PB,PILOEZINHOS,PB
Pirpirituba,PB,PIRPIRITUBA,PB
Pitimbu,PB,PITIMBU,PB
Pocinhos,PB,POCINHOS,PB
Poço Dantas,PB,POCO DANTAS,PB
Poço de José de Moura,PB,POCO DE JOSE DE MOURA,PB
Pombal,PB,POMBAL,PB
Prata,PB,PRATA,PB
Princesa Isabel,PB,PRINCESA ISABEL,PB
Puxinanã,PB,PUXINANA,PB
Queimadas,PB,QUEIMADAS,PB
Quixaba,PB,QUIXABA,PB
Remígio,PB,REMIGIO,PB
Riachão,PB,RIACHAO,PB
Riachão do Bacamarte,PB,RIACHAO DO BACAMARTE,PB
Riachão do Poço,PB,RIACHAO DO POCO,PB
Riacho de Santo Antônio,PB,RIACHO DE SANTO ANTONIO,PB
Riacho dos Cavalos,PB,RIACHO DOS CAVALOS,PB
Rio Tinto,PB,RIO TINTO,PB
Salgadinho,PB,SALGADINHO,PB
Salgado de São Félix,PB,SALGADO DE SAO FELIX,PB
Santa Cecília,PB,SANTA CECILIA,PB
Santa Cruz,PB,SANTA CRUZ,PB
Santa Helena,PB,SANTA HELENA,PB
Santa Inês,PB,SANTA INES,PB
Santa Luzia,PB,SANTA LUZIA,PB
Santa Rita,PB,SANTA RITA,PB
Santa Teresinha,PB,SANTA TERESINHA,PB
Santana de Mangueira,PB,SANTANA DE MANGUEIRA,PB
Santana dos Garrotes,PB,SANTANA DOS GARROTES,PB
Santo André,PB,SANTO ANDRE,PB
São Bentinho,PB,SAO BENTINHO,PB
São Bento,PB,SAO BENTO,PB
São Domingos,PB,SAO DOMINGOS DE POMBAL,PB
São Domingos do Cariri,PB,SAO DOMINGOS DO CARIRI,PB
São Francisco,PB,SAO FRANCISCO,PB
São João do Cariri,PB,SAO JOAO DO CARIRI,PB
São João do Rio do Peixe,PB,SAO JOAO DO RIO DO PEIXE,PB
São João do Tigre,PB,SAO JOAO DO TIGRE,PB
São José da Lagoa Tapada,PB,SAO JOSE DA LAGOA TAPADA,PB
São José de Caiana,PB,SAO JOSE DE CAIANA,PB
São José de Espinharas,PB,SAO JOSE DE ESPINHARAS,PB
São José de Piranhas,PB,SAO JOSE DE PIRANHAS,PB
São José de Princesa,PB,SAO JOSE DE PRINCESA,PB
São José do Bonfim,PB,SAO JOSE DO BONFIM,PB
São José do Brejo do Cruz,PB,SAO JOSE DO BREJO DO CRUZ,PB
São José do Sabugi,PB,SAO JOSE DO SABUGI,PB
São José dos Cordeiros,PB,SAO JOSE DOS CORDEIROS,PB
São José dos Ramos,PB,SAO JOSE DOS RAMOS,PB
São Mamede,PB,SAO MAMEDE,PB
São Miguel de Taipu,PB,SAO MIGUEL DE TAIPU,PB
São Sebastião de Lagoa de Roça,PB,SAO SEBASTIAO DE LAGOA DE ROCA,PB
São Sebastião do Umbuzeiro,PB,SAO SEBASTIAO DO UMBUZEIRO,PB
São Vicente do Seridó,PB,SAO VICENTE DO SERIDO,PB
Sapé,PB,SAPE,PB
Serra Branca,PB,SERRA BRANCA,PB
Serra da Raiz,PB,,
Serra Grande,PB,SERRA GRANDE,PB
Serra Redonda,PB,SERRA REDONDA,PB
Serraria,PB,SERRARIA,PB
Sertãozinho,PB,SERTAOZINHO,PB
Sobrado,PB,SOBRADO,PB
Solânea,PB,SOLANEA,PB
Soledade,PB,SOLEDADE,PB
Sossêgo,PB,SOSSEGO,PB
Sousa,PB,SOUSA,PB
Sumé,PB,SUME,PB
Tacima,PB,CAMPO DE SANTANA,PB
Taperoá,PB,TAPEROA,PB
Tavares,PB,TAVARES,PB
Teixeira,PB,TEIXEIRA,PB
Tenório,PB,TENORIO,PB
Triunfo,PB,TRIUNFO,PB
Uiraúna,PB,UIRAUNA,PB
Umbuzeiro,PB,UMBUZEIRO,PB
Várzea,PB,VARZEA,PB
Vieirópolis,PB,VIEIROPOLIS,PB
Vista Serrana,PB,,
Zabelê,PB,ZABELE,PB
Abreu e Lima,PE,ABREU E LIMA,PE
Afogados da Ingazeira,PE,AFOGADOS DA INGAZEIRA,PE
Afrânio,PE,AFRANIO,PE
Agrestina,PE,AGRESTINA,PE
Água Preta,PE,AGUA PRETA,PE
Águas Belas,PE,AGUAS BELAS,PE
Alagoinha,PE,,
Aliança,PE,ALIANCA,PE
Altinho,PE,ALTINHO,PE
Amaraji,PE,AMARAJI,PE
Angelim,PE,ANGELIM,PE
Araçoiaba,PE,ARACOIABA,PE
Araripina,PE,ARARIPINA,PE
Arcoverde,PE,ARCOVERDE,PE
Barra de Guabiraba,PE,BARRA DE GUABIRABA,PE
Barreiros,PE,BARREIROS,PE
Belém de Maria,PE,BELEM DE MARIA,PE
Belém do São Francisco,PE,BELEM DE SAO FRANCISCO,PE
Belo Jardim,PE,BELO JARDIM,PE
Betânia,PE,BETANIA,PE
Bezerros,PE,BEZERROS,PE
Bodocó,PE,BODOCO,PE
Bom Conselho,PE,BOM CONSELHO,PE
Bom Jardim,PE,BOM JARDIM,PE
Bonito,PE,BONITO,PE
Brejão,PE,BREJAO,PE
Brejinho,PE,BREJINHO,PE
Brejo da Madre de Deus,PE,BREJO DA MADRE DE DEUS,PE
Buenos Aires,PE,BUENOS AIRES,PE
Buíque,PE,BUIQUE,PE
Cabo de Santo Agostinho,PE,CABO DE SANTO AGOSTINHO,PE
Cabrobó,PE,CABROBO,PE
Cachoeirinha,PE,CACHOEIRINHA,PE
Caetés,PE,CAETES,PE
Calçado,PE,CALCADO,PE
Calumbi,PE,CALUMBI,PE
Camaragibe,PE,CAMARAGIBE,PE
Camocim de São Félix,PE,CAMOCIM DE SAO FELIX,PE
Camutanga,PE,CAMUTANGA,PE
Canhotinho,PE,CANHOTINHO,PE
Capoeiras,PE,CAPOEIRAS,PE
Carnaíba,PE,CARNAIBA,PE
Carnaubeira da Penha,PE,CARNAUBEIRA DA PENHA,PE
Carpina,PE,CARPINA,PE
Caruaru,PE,CARUARU,PE
Casinhas,PE,,
Catende,PE,CATENDE,PE
Cedro,PE,CEDRO,PE
Chã de Alegria,PE,CHA DE ALEGRIA,PE
Chã Grande,PE,CHA GRANDE,PE
Condado,PE,CONDADO,PE
Correntes,PE,CORRENTES,PE
Cortês,PE,CORTES,PE
Cumaru,PE,CUMARU,PE
Cupira,PE,CUPIRA,PE
Custódia,PE,CUSTODIA,PE
Dormentes,PE,DORMENTES,PE
Escada,PE,ESCADA,PE
Exu,PE,EXU,PE
Feira Nova,PE,FEIRA NOVA,PE
Fernando de Noronha,PE,FERNANDO DE NORONHA,PE
Ferreiros,PE,FERREIROS,PE
Flores,PE,FLORES,PE
Floresta,PE,FLORESTA,PE
Frei Miguelinho,PE,FREI MIGUELINHO,PE
Gameleira,PE,GAMELEIRA,PE
Garanhuns,PE,GARANHUNS,PE
Glória do Goitá,PE,GLORIA DO GOITA,PE
Goiana,PE,GOIANA,PE
Granito,PE,GRANITO,PE
Gravatá,PE,GRAVATA,PE
Iati,PE,IATI,PE
Ibimirim,PE,IBIMIRIM,PE
Ibirajuba,PE,IBIRAJUBA,PE
Igarassu,PE,IGARASSU,PE
Iguaracy,PE,IGUARACI,PE
Ilha de Itamaracá,PE,ILHA DE ITAMARACA,PE
Inajá,PE,INAJA,PE
Ingazeira,PE,INGAZEIRA,PE
Ipojuca,PE,IPOJUCA,PE
Ipubi,PE,IPUBI,PE
Itacuruba,PE,ITACURUBA,PE
Itaíba,PE,ITAIBA,PE
Itambé,PE,ITAMBE,PE
Itapetim,PE,ITAPETIM,PE
Itapissuma,PE,ITAPISSUMA,PE
Itaquitinga,PE,ITAQUITINGA,PE
Jaboatão dos Guararapes,PE,JABOATAO DOS GUARARAPES,PE
Jaqueira,PE,JAQUEIRA,PE
Jataúba,PE,JATAUBA,PE
Jatobá,PE,JATOBA,PE
João Alfredo,PE,JOAO ALFREDO,PE
Joaquim Nabuco,PE,JOAQUIM NABUCO,PE
Jucati,PE,JUCATI,PE
Jupi,PE,JUPI,PE
Jurema,PE,JUREMA,PE
Lagoa de Itaenga,PE,LAGOA DO CARRO,PE
Lagoa do Carro,PE,LAGOA DO ITAENGA,PE
Lagoa do Ouro,PE,LAGOA DO OURO,PE
Lagoa dos Gatos,PE,LAGOA DOS GATOS,PE
Lagoa Grande,PE,LAGOA GRANDE,PE
Lajedo,PE,LAJEDO,PE
Limoeiro,PE,LIMOEIRO,PE
Macaparana,PE,MACAPARANA,PE
Machados,PE,MACHADOS,PE
Manari,PE,,
Maraial,PE,MARAIAL,PE
Mirandiba,PE,MIRANDIBA,PE
Moreilândia,PE,MOREILANDIA,PE
Moreno,PE,MORENO,PE
Nazaré da Mata,PE,NAZARE DA MATA,PE
Olinda,PE,OLINDA,PE
Orobó,PE,OROBO,PE
Orocó,PE,OROCO,PE
Ouricuri,PE,OURICURI,PE
Palmares,PE,PALMARES,PE
Palmeirina,PE,PALMEIRINA,PE
Panelas,PE,PANELAS,PE
Paranatama,PE,PARANATAMA,PE
Parnamirim,PE,PARNAMIRIM,PE
Passira,PE,PASSIRA,PE
Paudalho,PE,PAUDALHO,PE
Paulista,PE,PAULISTA,PE
Pedra,PE,PEDRA,PE
Pesqueira,PE,PESQUEIRA,PE
Petrolândia,PE,PETROLANDIA,PE
Petrolina,PE,PETROLINA,PE
Poção,PE,POCAO,PE
Pombos,PE,POMBOS,PE
Primavera,PE,PRIMAVERA,PE
Quipapá,PE,QUIPAPA,PE
Quixaba,PE,QUIXABA,PE
Recife,PE,RECIFE,PE
Riacho das Almas,PE,RIACHO DAS ALMAS,PE
Ribeirão,PE,RIBEIRAO,PE
Rio Formoso,PE,RIO FORMOSO,PE
Sairé,PE,SAIRE,PE
Salgadinho,PE,SALGADINHO,PE
Salgueiro,PE,SALGUEIRO,PE
Saloá,PE,SALOA,PE
Sanharó,PE,SANHARO,PE
Santa Cruz,PE,SANTA CRUZ,PE
Santa Cruz da Baixa Verde,PE,SANTA CRUZ DA BAIXA VERDE,PE
Santa Cruz do Capibaribe,PE,SANTA CRUZ DO CAPIBARIBE,PE
Santa Filomena,PE,SANTA FILOMENA,PE
Santa Maria da Boa Vista,PE,SANTA MARIA DA BOA VISTA,PE
Santa Maria do Cambucá,PE,SANTA MARIA DO CAMBUCA,PE
Santa Terezinha,PE,SANTA TEREZINHA,PE
São Benedito do Sul,PE,SAO BENEDITO DO SUL,PE
São Bento do Una,PE,SAO BENTO DO UNA,PE
São Caitano,PE,SAO CAITANO,PE
São João,PE,SAO JOAO,PE
São Joaquim do Monte,PE,SAO JOAQUIM DO MONTE,PE
São José da Coroa Grande,PE,SAO JOSE DA COROA GRANDE,PE
São José do Belmonte,PE,SAO JOSE DO BELMONTE,PE
São José do Egito,PE,SAO JOSE DO EGITO,PE
São Lourenço da Mata,PE,SAO LOURENCO DA MATA,PE
São Vicente Férrer,PE,SAO VICENTE FERRER,PE
Serra Talhada,PE,SERRA TALHADA,PE
Serrita,PE,SERRITA,PE
Sertânia,PE,SERTANIA,PE
Sirinhaém,PE,SIRINHAEM,PE
Solidão,PE,SOLIDAO,PE
Surubim,PE,SURUBIM,PE
Tabira,PE,TABIRA,PE
Tacaimbó,PE,TACAIMBO,PE
Tacaratu,PE,TACARATU,PE
Tamandaré,PE,TAMANDARE,PE
Taquaritinga do Norte,PE,TAQUARITINGA DO NORTE,PE
Terezinha,PE,TEREZINHA,PE
Terra Nova,PE,TERRA NOVA,PE
Timbaúba,PE,TIMBAUBA,PE
Toritama,PE,TORITAMA,PE
Tracunhaém,PE,TRACUNHAEM,PE
Trindade,PE,TRINDADE,PE
Triunfo,PE,TRIUNFO,PE
Tupanatinga,PE,TUPANATINGA,PE
